,doctopic__topic__title,tscore,x1,x2,y1,y2,proportion
87,"{ice, sheet, antarctic}",0.765929940008748,-20.0,-10.0,10.0,20.0,0.0014060830071308296
88,"{lake, level, diatom}",0.758184320769705,-20.0,-10.0,10.0,20.0,0.0013918637123587782
89,"{ozone, stratospheric, tropospheric}",0.689508415477585,-20.0,-10.0,10.0,20.0,0.0012657894875680966
90,"{fire, burn, wildfire}",0.685977146238341,-20.0,-10.0,10.0,20.0,0.001259306835028299
91,"{rice, paddy, field}",0.636902654305405,-20.0,-10.0,10.0,20.0,0.001169216598851225
92,"{crop, agricultural, irrigation}",0.633876110007974,-20.0,-10.0,10.0,20.0,0.0011636605129944715
93,"{soc, stock, soil}",0.620560999805817,-20.0,-10.0,10.0,20.0,0.0011392168279844386
94,"{soil, moisture, content}",0.599762873775951,-20.0,-10.0,10.0,20.0,0.0011010359317128737
0,"{adsorption, capacity, material}",5.16182260656307,-10.0,0.0,-30.0,-20.0,0.2057053001698126
1,"{reaction, reactor, catalyst}",3.91928344208214,-10.0,0.0,-30.0,-20.0,0.1561885090508548
2,"{co2, mol, concentration}",1.01394127278239,-10.0,0.0,-30.0,-20.0,0.04040686977639841
3,"{process, solvent, membrane}",0.849369874190048,-10.0,0.0,-30.0,-20.0,0.03384848690912194
4,"{gas, natural, hydrate}",0.681719321764518,-10.0,0.0,-30.0,-20.0,0.027167395783192883
5,"{carbon, sink, stock}",0.634343946736246,-10.0,0.0,-30.0,-20.0,0.02527942587728072
6,"{waste, biochar, landfill}",0.546860880713775,-10.0,0.0,-30.0,-20.0,0.02179311266437662
7,"{data, method, use}",0.498983615635798,-10.0,0.0,-30.0,-20.0,0.019885141791520042
8,"{area, region, distribution}",0.447929380081627,-10.0,0.0,-30.0,-20.0,0.017850564540403745
9,"{degree, day, latitude}",0.425067505681421,-10.0,0.0,-30.0,-20.0,0.016939489307024068
10,"{research, issue, social}",0.416575032867427,-10.0,0.0,-30.0,-20.0,0.016601053292743872
11,"{storage, reservoir, injection}",0.39393489912673,-10.0,0.0,-30.0,-20.0,0.015698814711144166
12,"{energy, demand, sector}",0.391662919906961,-10.0,0.0,-30.0,-20.0,0.015608273403740859
13,"{temperature, warm, mean}",0.378587217325907,-10.0,0.0,-30.0,-20.0,0.015087189761512047
14,"{increase, concentration, effect}",0.360538593791211,-10.0,0.0,-30.0,-20.0,0.01436792879405144
15,"{rate, high, accumulation}",0.342155226482397,-10.0,0.0,-30.0,-20.0,0.013635327854688782
16,"{building, construction, design}",0.317549735371121,-10.0,0.0,-30.0,-20.0,0.012654767242544693
17,"{technology, cc, development}",0.314619212870355,-10.0,0.0,-30.0,-20.0,0.012537982134527227
18,"{fuel, fossil, engine}",0.30988043007219,-10.0,0.0,-30.0,-20.0,0.012349135517307826
19,"{system, performance, design}",0.308867554679792,-10.0,0.0,-30.0,-20.0,0.012308771124241908
20,"{site, elevation, high}",0.301906799430574,-10.0,0.0,-30.0,-20.0,0.012031376033963445
21,"{cycle, life, lca}",0.293304643399711,-10.0,0.0,-30.0,-20.0,0.011688569001775555
22,"{yield, wheat, grain}",0.285621640910061,-10.0,0.0,-30.0,-20.0,0.01138239142579117
23,"{permafrost, thaw, layer}",0.249705353003341,-10.0,0.0,-30.0,-20.0,0.00995108094730951
24,"{production, food, farm}",0.236777401575263,-10.0,0.0,-30.0,-20.0,0.009435885379427677
25,"{aerosol, forcing, radiative}",0.233582634092171,-10.0,0.0,-30.0,-20.0,0.009308569767448564
26,"{water, resource, irrigation}",0.225828926795117,-10.0,0.0,-30.0,-20.0,0.00899957451353546
27,"{litter, decomposition, quality}",0.206788300505309,-10.0,0.0,-30.0,-20.0,0.008240780954573134
28,"{vehicle, electric, transport}",0.194865262340763,-10.0,0.0,-30.0,-20.0,0.007765632478634494
29,"{model, simulation, simulate}",0.193055182244871,-10.0,0.0,-30.0,-20.0,0.007693498448111351
30,"{solar, radiation, irradiance}",0.177991931940885,-10.0,0.0,-30.0,-20.0,0.007093208461125994
31,"{power, electricity, generation}",0.174925869875572,-10.0,0.0,-30.0,-20.0,0.006971021926338346
32,"{environmental, impact, economic}",0.161574691114741,-10.0,0.0,-30.0,-20.0,0.00643896020241827
33,"{heat, stress, thermal}",0.161524337563502,-10.0,0.0,-30.0,-20.0,0.006436953548342429
34,"{cost, price, benefit}",0.148639676383865,-10.0,0.0,-30.0,-20.0,0.005923483152793845
35,"{air, pollution, quality}",0.144256135659982,-10.0,0.0,-30.0,-20.0,0.005748793391222719
36,"{scale, spatial, variability}",0.137479792993866,-10.0,0.0,-30.0,-20.0,0.005478747380649909
37,"{sediment, erosion, core}",0.136646461781218,-10.0,0.0,-30.0,-20.0,0.005445538055125883
38,"{cloud, feedback, radiative}",0.134908969456498,-10.0,0.0,-30.0,-20.0,0.005376296741070487
39,"{coal, combustion, gasification}",0.134757087017631,-10.0,0.0,-30.0,-20.0,0.005370244029642951
40,"{n2o, denitrification, nitrous-oxide}",0.133885140578906,-10.0,0.0,-30.0,-20.0,0.005335495837467212
41,"{specie, distribution, habitat}",0.123689189289579,-10.0,0.0,-30.0,-20.0,0.004929174004977061
42,"{methane, oxidation, source}",0.117587979978512,-10.0,0.0,-30.0,-20.0,0.0046860329309044765
43,"{land, cover, surface}",0.117404895230474,-10.0,0.0,-30.0,-20.0,0.004678736767141741
44,"{flux, measurement, surface}",0.114947936073667,-10.0,0.0,-30.0,-20.0,0.004580823770245384
45,"{emission, ghg, reduction}",0.110579562273815,-10.0,0.0,-30.0,-20.0,0.0044067384301932164
46,"{ozone, stratospheric, tropospheric}",0.107704692979731,-10.0,0.0,-30.0,-20.0,0.004292171174368382
47,"{ch4, oxidation, emission}",0.101480008563938,-10.0,0.0,-30.0,-20.0,0.004044109457837285
48,"{community, microbial, diversity}",0.100983333153673,-10.0,0.0,-30.0,-20.0,0.004024316301012093
49,"{delta, thousand, value}",0.0954937267532927,-10.0,0.0,-30.0,-20.0,0.0038055483931478114
50,"{change, response, shift}",0.0946303559555094,-10.0,0.0,-30.0,-20.0,0.0037711419513436987
51,"{precipitation, annual, moisture}",0.0938838644839319,-10.0,0.0,-30.0,-20.0,0.0037413933017020375
52,"{management, conservation, resource}",0.0902033656534959,-10.0,0.0,-30.0,-20.0,0.003594720667945337
53,"{population, genetic, diversity}",0.0870397209232263,-10.0,0.0,-30.0,-20.0,0.0034686453378781406
54,"{leaf, photosynthetic, photosynthesis}",0.0830033798676789,-10.0,0.0,-30.0,-20.0,0.003307791931687191
55,"{growth, economic, response}",0.0819401604758768,-10.0,0.0,-30.0,-20.0,0.0032654212651983937
56,"{ocean, pacific, sst}",0.078293274445122,-10.0,0.0,-30.0,-20.0,0.0031200881449381817
57,"{record, glacial, last}",0.0780948857725481,-10.0,0.0,-30.0,-20.0,0.0031121821000093582
58,"{plant, seed, stress}",0.072529381381567,-10.0,0.0,-30.0,-20.0,0.0028903895591561456
59,"{trend, station, significant}",0.0717771910164013,-10.0,0.0,-30.0,-20.0,0.0028604138012417765
60,"{ecosystem, net, productivity}",0.06947642619848,-10.0,0.0,-30.0,-20.0,0.002768725350559863
61,"{wave, coastal, storm}",0.0682469996022086,-10.0,0.0,-30.0,-20.0,0.002719731112226061
62,"{soil, moisture, content}",0.067297515014218,-10.0,0.0,-30.0,-20.0,0.002681892924619442
63,"{rice, paddy, field}",0.0672478524384365,-10.0,0.0,-30.0,-20.0,0.002679913806808352
64,"{year, period, annual}",0.0599352171168643,-10.0,0.0,-30.0,-20.0,0.002388495841002284
65,"{groundwater, recharge, aquifer}",0.0590447566297567,-10.0,0.0,-30.0,-20.0,0.0023530098400775467
66,"{tree, ring, stand}",0.057087525922206,-10.0,0.0,-30.0,-20.0,0.0022750116675548443
67,"{biomass, aboveground, bioenergy}",0.0554961647479665,-10.0,0.0,-30.0,-20.0,0.0022115938686538697
68,"{root, fine, shoot}",0.0537726590177363,-10.0,0.0,-30.0,-20.0,0.002142909938460178
69,"{sea, level, rise}",0.0506491175878197,-10.0,0.0,-30.0,-20.0,0.0020184327767272495
70,"{scenario, future, project}",0.0497210820903262,-10.0,0.0,-30.0,-20.0,0.001981449363090094
71,"{health, disease, human}",0.0478297659244266,-10.0,0.0,-30.0,-20.0,0.0019060779702166294
72,"{risk, vulnerability, disaster}",0.0459818968841952,-10.0,0.0,-30.0,-20.0,0.0018324380014366098
73,"{ice, sheet, antarctic}",0.0451320487550126,-10.0,0.0,-30.0,-20.0,0.0017985704554481087
74,"{adaptation, vulnerability, strategy}",0.0450655647651193,-10.0,0.0,-30.0,-20.0,0.0017959209825506672
75,"{cal, pollen, holocene}",0.0435332236386152,-10.0,0.0,-30.0,-20.0,0.001734855208808405
76,"{soc, stock, soil}",0.0380414477238961,-10.0,0.0,-30.0,-20.0,0.0015160008429946164
77,"{china, chinese, province}",0.0375326200247629,-10.0,0.0,-30.0,-20.0,0.001495723401756743
78,"{river, flow, discharge}",0.0353382699300524,-10.0,0.0,-30.0,-20.0,0.0014082757152872089
79,"{glacier, mass, balance}",0.033399523538101,-10.0,0.0,-30.0,-20.0,0.0013310141666236744
80,"{extreme, event, weather}",0.0331519682397131,-10.0,0.0,-30.0,-20.0,0.001321148768130754
81,"{wind, speed, turbine}",0.0326415420136057,-10.0,0.0,-30.0,-20.0,0.0013008076235275926
82,"{snow, cover, depth}",0.0300709250816405,-10.0,0.0,-30.0,-20.0,0.0011983652174404153
83,"{climate, future, global}",0.0281574140809948,-10.0,0.0,-30.0,-20.0,0.0011221093317256314
84,"{fire, burn, wildfire}",0.0279438190613386,-10.0,0.0,-30.0,-20.0,0.0011135972942183194
85,"{coral, reef, bleaching}",0.0277148572550606,-10.0,0.0,-30.0,-20.0,0.0011044728704095752
86,"{policy, sector, tax}",0.027568496195164,-10.0,0.0,-30.0,-20.0,0.00109864019306787
87,"{vegetation, ndvi, cover}",0.0262905486721721,-10.0,0.0,-30.0,-20.0,0.001047712333113118
0,"{forest, tropical, stand}",179.468038090857,-10.0,0.0,-20.0,-10.0,0.081443321613096
1,"{tree, ring, stand}",164.299797722891,-10.0,0.0,-20.0,-10.0,0.0745599127803344
2,"{leaf, photosynthetic, photosynthesis}",148.048407473151,-10.0,0.0,-20.0,-10.0,0.06718496615000771
3,"{litter, decomposition, quality}",108.330546827814,-10.0,0.0,-20.0,-10.0,0.04916084033499941
4,"{growth, economic, response}",69.876174699546,-10.0,0.0,-20.0,-10.0,0.03171009071970199
5,"{ecosystem, net, productivity}",61.145373093494,-10.0,0.0,-20.0,-10.0,0.027748017635792495
6,"{biomass, aboveground, bioenergy}",48.8020454419223,-10.0,0.0,-20.0,-10.0,0.022146565620175966
7,"{increase, concentration, effect}",47.9524088545634,-10.0,0.0,-20.0,-10.0,0.02176099710015073
8,"{plant, seed, stress}",47.5948681453426,-10.0,0.0,-20.0,-10.0,0.021598743680095497
9,"{carbon, sink, stock}",46.1679501665035,-10.0,0.0,-20.0,-10.0,0.020951202529580062
10,"{area, region, distribution}",44.2397727350436,-10.0,0.0,-20.0,-10.0,0.020076187811928773
11,"{model, simulation, simulate}",43.6386312837487,-10.0,0.0,-20.0,-10.0,0.01980338738978348
12,"{specie, distribution, habitat}",43.3655505056905,-10.0,0.0,-20.0,-10.0,0.01967946222812049
13,"{co2, mol, concentration}",42.6205940990732,-10.0,0.0,-20.0,-10.0,0.019341397997535023
14,"{site, elevation, high}",42.4886070120534,-10.0,0.0,-20.0,-10.0,0.01928150172357293
15,"{soil, moisture, content}",41.004599957701,-10.0,0.0,-20.0,-10.0,0.018608053319670845
16,"{rate, high, accumulation}",39.4312197270028,-10.0,0.0,-20.0,-10.0,0.017894047006838873
17,"{year, period, annual}",37.7874657457091,-10.0,0.0,-20.0,-10.0,0.01714810480133298
18,"{data, method, use}",33.494816386807,-10.0,0.0,-20.0,-10.0,0.015200083158992841
19,"{yield, wheat, grain}",33.3217290658463,-10.0,0.0,-20.0,-10.0,0.01512153543262267
20,"{change, response, shift}",31.6132290862193,-10.0,0.0,-20.0,-10.0,0.014346211231183048
21,"{scale, spatial, variability}",31.3029815093579,-10.0,0.0,-20.0,-10.0,0.014205419625887764
22,"{drought, stress, index}",30.8572410443659,-10.0,0.0,-20.0,-10.0,0.014003140799905748
23,"{management, conservation, resource}",29.8378958224029,-10.0,0.0,-20.0,-10.0,0.013540557815045366
24,"{temperature, warm, mean}",29.4231660692946,-10.0,0.0,-20.0,-10.0,0.013352351775550915
25,"{climate, future, global}",28.5766441848383,-10.0,0.0,-20.0,-10.0,0.012968196720301495
26,"{root, fine, shoot}",28.1727176199184,-10.0,0.0,-20.0,-10.0,0.012784893211304589
27,"{winter, summer, season}",27.6496203920102,-10.0,0.0,-20.0,-10.0,0.012547509573412037
28,"{research, issue, social}",22.6586667487457,-10.0,0.0,-20.0,-10.0,0.010282594622268142
29,"{production, food, farm}",22.1139510172322,-10.0,0.0,-20.0,-10.0,0.01003540041999516
30,"{vegetation, ndvi, cover}",21.9713486101437,-10.0,0.0,-20.0,-10.0,0.009970686870848148
31,"{water, resource, irrigation}",20.9061395970497,-10.0,0.0,-20.0,-10.0,0.009487290712058788
32,"{degree, day, latitude}",20.4641241652382,-10.0,0.0,-20.0,-10.0,0.009286702321201408
33,"{land, cover, surface}",20.09067205123,-10.0,0.0,-20.0,-10.0,0.009117228241293863
34,"{community, microbial, diversity}",19.4317367238371,-10.0,0.0,-20.0,-10.0,0.008818200724405749
35,"{precipitation, annual, moisture}",17.2587782801136,-10.0,0.0,-20.0,-10.0,0.007832103393278342
36,"{environmental, impact, economic}",16.8881966494302,-10.0,0.0,-20.0,-10.0,0.007663931950314363
37,"{process, solvent, membrane}",15.9297961982287,-10.0,0.0,-20.0,-10.0,0.007229005948940103
38,"{flux, measurement, surface}",15.5143175637955,-10.0,0.0,-20.0,-10.0,0.0070404600640712744
39,"{scenario, future, project}",14.708922767291,-10.0,0.0,-20.0,-10.0,0.006674968647688695
40,"{record, glacial, last}",14.6726859321807,-10.0,0.0,-20.0,-10.0,0.006658524225341833
41,"{population, genetic, diversity}",14.4225351313166,-10.0,0.0,-20.0,-10.0,0.0065450047800786355
42,"{china, chinese, province}",13.3095192985467,-10.0,0.0,-20.0,-10.0,0.006039913693147291
43,"{air, pollution, quality}",13.1991814528751,-10.0,0.0,-20.0,-10.0,0.005989841932477691
44,"{trend, station, significant}",12.2926059045689,-10.0,0.0,-20.0,-10.0,0.005578434281663056
45,"{crop, agricultural, irrigation}",12.1324347722944,-10.0,0.0,-20.0,-10.0,0.005505747973963177
46,"{system, performance, design}",11.9202006508599,-10.0,0.0,-20.0,-10.0,0.0054094352711937166
47,"{emission, ghg, reduction}",11.7728105618264,-10.0,0.0,-20.0,-10.0,0.005342549052614444
48,"{fire, burn, wildfire}",11.0154282397181,-10.0,0.0,-20.0,-10.0,0.004998845891317768
49,"{extreme, event, weather}",10.9377393874307,-10.0,0.0,-20.0,-10.0,0.00496359037590732
50,"{rainfall, monsoon, rain}",10.9067753749318,-10.0,0.0,-20.0,-10.0,0.00494953878178947
51,"{sea, level, rise}",10.429916431692,-10.0,0.0,-20.0,-10.0,0.004733138264507954
52,"{delta, thousand, value}",9.78857061423031,-10.0,0.0,-20.0,-10.0,0.004442092938374155
53,"{cycle, life, lca}",9.74473070336112,-10.0,0.0,-20.0,-10.0,0.004422198209494346
54,"{health, disease, human}",9.68866592054701,-10.0,0.0,-20.0,-10.0,0.004396755784277739
55,"{policy, sector, tax}",9.19867547466922,-10.0,0.0,-20.0,-10.0,0.004174396137983693
56,"{soc, stock, soil}",8.84419654747614,-10.0,0.0,-20.0,-10.0,0.004013532166997196
57,"{adaptation, vulnerability, strategy}",8.71234397345337,-10.0,0.0,-20.0,-10.0,0.0039536969355772455
58,"{cost, price, benefit}",8.50469802774622,-10.0,0.0,-20.0,-10.0,0.003859466365511497
59,"{permafrost, thaw, layer}",8.00557180404815,-10.0,0.0,-20.0,-10.0,0.0036329608662894436
60,"{waste, biochar, landfill}",7.92323470696687,-10.0,0.0,-20.0,-10.0,0.00359559595858992
61,"{storage, reservoir, injection}",7.87241011917099,-10.0,0.0,-20.0,-10.0,0.0035725315550685682
62,"{snow, cover, depth}",7.74062885530325,-10.0,0.0,-20.0,-10.0,0.003512728684485411
63,"{adsorption, capacity, material}",7.56891621883226,-10.0,0.0,-20.0,-10.0,0.0034348047954971136
64,"{heat, stress, thermal}",7.01404769484463,-10.0,0.0,-20.0,-10.0,0.0031830032149324987
65,"{risk, vulnerability, disaster}",6.93612879884717,-10.0,0.0,-20.0,-10.0,0.0031476433047559252
66,"{solar, radiation, irradiance}",6.65026624891439,-10.0,0.0,-20.0,-10.0,0.0030179177233154646
67,"{arctic, tundra, warm}",6.51696189158018,-10.0,0.0,-20.0,-10.0,0.0029574236667564867
68,"{reaction, reactor, catalyst}",6.42335264302786,-10.0,0.0,-20.0,-10.0,0.0029149434111248556
69,"{rice, paddy, field}",6.10753119007304,-10.0,0.0,-20.0,-10.0,0.0027716223583126947
70,"{runoff, catchment, basin}",6.00634046037025,-10.0,0.0,-20.0,-10.0,0.002725701595868766
71,"{energy, demand, sector}",5.96619645359866,-10.0,0.0,-20.0,-10.0,0.002707484083217952
72,"{ocean, pacific, sst}",5.95551544281068,-10.0,0.0,-20.0,-10.0,0.0027026369973189132
73,"{fuel, fossil, engine}",5.9131754528982,-10.0,0.0,-20.0,-10.0,0.0026834229386362655
74,"{ozone, stratospheric, tropospheric}",5.76649640071616,-10.0,0.0,-20.0,-10.0,0.002616859391456248
75,"{cal, pollen, holocene}",5.58474948631897,-10.0,0.0,-20.0,-10.0,0.002534381906557547
76,"{wetland, marsh, habitat}",5.50092692165362,-10.0,0.0,-20.0,-10.0,0.002496342887659828
77,"{cloud, feedback, radiative}",5.38369114967913,-10.0,0.0,-20.0,-10.0,0.002443140820132661
78,"{aerosol, forcing, radiative}",5.31068237124491,-10.0,0.0,-20.0,-10.0,0.002410009141167144
79,"{gas, natural, hydrate}",5.04646959596632,-10.0,0.0,-20.0,-10.0,0.0022901083150355904
80,"{river, flow, discharge}",4.95184693319844,-10.0,0.0,-20.0,-10.0,0.0022471681679337953
81,"{city, mortality, local}",4.80777452993346,-10.0,0.0,-20.0,-10.0,0.0021817875285759327
82,"{technology, cc, development}",4.79589349877871,-10.0,0.0,-20.0,-10.0,0.00217639586858051
83,"{sediment, erosion, core}",4.17728231812551,-10.0,0.0,-20.0,-10.0,0.0018956676125893818
84,"{wave, coastal, storm}",4.04902032179397,-10.0,0.0,-20.0,-10.0,0.0018374617998491826
85,"{building, construction, design}",3.80614634613755,-10.0,0.0,-20.0,-10.0,0.0017272446072991476
86,"{n2o, denitrification, nitrous-oxide}",3.79231456063515,-10.0,0.0,-20.0,-10.0,0.001720967687090185
87,"{urban, urbanization, rural}",3.73508375538434,-10.0,0.0,-20.0,-10.0,0.0016949961161753769
88,"{power, electricity, generation}",3.58241280904583,-10.0,0.0,-20.0,-10.0,0.001625713423190634
89,"{coral, reef, bleaching}",3.38934863784971,-10.0,0.0,-20.0,-10.0,0.0015381001213795832
90,"{glacier, mass, balance}",3.38711008442073,-10.0,0.0,-20.0,-10.0,0.0015370842567788221
91,"{vehicle, electric, transport}",3.35277129115112,-10.0,0.0,-20.0,-10.0,0.0015215011734966244
92,"{wind, speed, turbine}",3.32572744139573,-10.0,0.0,-20.0,-10.0,0.0015092285650883828
93,"{groundwater, recharge, aquifer}",3.23946596239594,-10.0,0.0,-20.0,-10.0,0.0014700827570005685
94,"{flood, flooding, damage}",2.98186015040405,-10.0,0.0,-20.0,-10.0,0.0013531801975329221
95,"{methane, oxidation, source}",2.67085955839157,-10.0,0.0,-20.0,-10.0,0.00121204687091622
96,"{lake, level, diatom}",2.32881343030062,-10.0,0.0,-20.0,-10.0,0.001056824954451504
0,"{model, simulation, simulate}",203.425373851716,-10.0,0.0,-10.0,0.0,0.05883217344085113
1,"{ecosystem, net, productivity}",161.564125522015,-10.0,0.0,-10.0,0.0,0.04672558036668171
2,"{degree, day, latitude}",140.757373396415,-10.0,0.0,-10.0,0.0,0.04070810857043278
3,"{site, elevation, high}",113.802712688554,-10.0,0.0,-10.0,0.0,0.03291261460732412
4,"{scale, spatial, variability}",92.3864347309086,-10.0,0.0,-10.0,0.0,0.026718863280215315
5,"{vegetation, ndvi, cover}",91.5031563928317,-10.0,0.0,-10.0,0.0,0.026463412431590273
6,"{ocean, pacific, sst}",90.1696562230588,-10.0,0.0,-10.0,0.0,0.026077753986991956
7,"{land, cover, surface}",87.2075576053111,-10.0,0.0,-10.0,0.0,0.02522109241951578
8,"{community, microbial, diversity}",84.6267511850341,-10.0,0.0,-10.0,0.0,0.024474703470781803
9,"{data, method, use}",84.2754330845097,-10.0,0.0,-10.0,0.0,0.02437309959004848
10,"{temperature, warm, mean}",79.9195133002446,-10.0,0.0,-10.0,0.0,0.023113334284521145
11,"{flux, measurement, surface}",77.7306997424365,-10.0,0.0,-10.0,0.0,0.02248031266866058
12,"{co2, mol, concentration}",72.1831027008046,-10.0,0.0,-10.0,0.0,0.020875905189133723
13,"{change, response, shift}",71.5198527486623,-10.0,0.0,-10.0,0.0,0.020684088231985028
14,"{climate, future, global}",69.6220960573138,-10.0,0.0,-10.0,0.0,0.02013524248722884
15,"{area, region, distribution}",65.0315787811613,-10.0,0.0,-10.0,0.0,0.018807629793393062
16,"{soil, moisture, content}",61.6158694421303,-10.0,0.0,-10.0,0.0,0.017819780537164636
17,"{increase, concentration, effect}",61.5487408033248,-10.0,0.0,-10.0,0.0,0.01780036642157878
18,"{rate, high, accumulation}",60.0291795332236,-10.0,0.0,-10.0,0.0,0.01736089768420406
19,"{winter, summer, season}",59.4812387137254,-10.0,0.0,-10.0,0.0,0.017202429009831422
20,"{year, period, annual}",52.8680054470655,-10.0,0.0,-10.0,0.0,0.015289831386525345
21,"{carbon, sink, stock}",48.085695817956,-10.0,0.0,-10.0,0.0,0.013906750877833685
22,"{crop, agricultural, irrigation}",47.4695676096571,-10.0,0.0,-10.0,0.0,0.013728561889281725
23,"{sea, level, rise}",44.2475753028189,-10.0,0.0,-10.0,0.0,0.012796737079859634
24,"{research, issue, social}",43.0551740947018,-10.0,0.0,-10.0,0.0,0.012451885533768034
25,"{water, resource, irrigation}",38.9080901497072,-10.0,0.0,-10.0,0.0,0.011252517149647288
26,"{production, food, farm}",38.8461733339397,-10.0,0.0,-10.0,0.0,0.011234610333131891
27,"{process, solvent, membrane}",38.5536590466773,-10.0,0.0,-10.0,0.0,0.011150012964788389
28,"{system, performance, design}",38.2579757544216,-10.0,0.0,-10.0,0.0,0.011064499095971661
29,"{specie, distribution, habitat}",37.8762854310995,-10.0,0.0,-10.0,0.0,0.010954111336189298
30,"{forest, tropical, stand}",36.1123636172809,-10.0,0.0,-10.0,0.0,0.010443971661271843
31,"{environmental, impact, economic}",35.4657579582693,-10.0,0.0,-10.0,0.0,0.01025696836095329
32,"{plant, seed, stress}",34.2500487607166,-10.0,0.0,-10.0,0.0,0.009905375966111761
33,"{trend, station, significant}",33.5738794733989,-10.0,0.0,-10.0,0.0,0.009709822638453386
34,"{precipitation, annual, moisture}",33.3086848414128,-10.0,0.0,-10.0,0.0,0.009633126323292811
35,"{scenario, future, project}",33.2214933012199,-10.0,0.0,-10.0,0.0,0.00960790986323143
36,"{management, conservation, resource}",31.85062832468,-10.0,0.0,-10.0,0.0,0.009211445230837178
37,"{air, pollution, quality}",31.2485884124345,-10.0,0.0,-10.0,0.0,0.0090373306852183
38,"{record, glacial, last}",30.5229618383099,-10.0,0.0,-10.0,0.0,0.00882747393208136
39,"{growth, economic, response}",29.09822606022,-10.0,0.0,-10.0,0.0,0.00841542945200057
40,"{leaf, photosynthetic, photosynthesis}",28.2417740699492,-10.0,0.0,-10.0,0.0,0.00816773698826641
41,"{heat, stress, thermal}",28.1357752394102,-10.0,0.0,-10.0,0.0,0.008137081316042632
42,"{wind, speed, turbine}",26.4057586499827,-10.0,0.0,-10.0,0.0,0.00763674729124718
43,"{population, genetic, diversity}",25.3499786932877,-10.0,0.0,-10.0,0.0,0.007331407655627626
44,"{biomass, aboveground, bioenergy}",24.5064065654579,-10.0,0.0,-10.0,0.0,0.007087440146586561
45,"{china, chinese, province}",23.88182268966,-10.0,0.0,-10.0,0.0,0.006906805714344661
46,"{extreme, event, weather}",23.5260809394328,-10.0,0.0,-10.0,0.0,0.006803922480295526
47,"{cycle, life, lca}",22.7907726074697,-10.0,0.0,-10.0,0.0,0.006591265688768185
48,"{permafrost, thaw, layer}",22.59954867192,-10.0,0.0,-10.0,0.0,0.006535962264572427
49,"{aerosol, forcing, radiative}",21.5692002819888,-10.0,0.0,-10.0,0.0,0.006237977632502287
50,"{yield, wheat, grain}",21.4733266633083,-10.0,0.0,-10.0,0.0,0.006210250248961998
51,"{arctic, tundra, warm}",21.3941063927746,-10.0,0.0,-10.0,0.0,0.00618733914103174
52,"{litter, decomposition, quality}",19.1726432268923,-10.0,0.0,-10.0,0.0,0.005544875008888044
53,"{rainfall, monsoon, rain}",19.0198687794753,-10.0,0.0,-10.0,0.0,0.0055006914706322955
54,"{runoff, catchment, basin}",18.6794454622274,-10.0,0.0,-10.0,0.0,0.005402238444520434
55,"{emission, ghg, reduction}",18.5053276393609,-10.0,0.0,-10.0,0.0,0.005351882238900321
56,"{river, flow, discharge}",18.3399533328042,-10.0,0.0,-10.0,0.0,0.0053040547250470275
57,"{tree, ring, stand}",18.2159612338717,-10.0,0.0,-10.0,0.0,0.005268195262033287
58,"{root, fine, shoot}",18.1445482080655,-10.0,0.0,-10.0,0.0,0.0052475420689698255
59,"{cloud, feedback, radiative}",17.9268065785952,-10.0,0.0,-10.0,0.0,0.005184569524946738
60,"{storage, reservoir, injection}",17.8463784037833,-10.0,0.0,-10.0,0.0,0.00516130908186399
61,"{reaction, reactor, catalyst}",16.862609221255,-10.0,0.0,-10.0,0.0,0.004876795512703938
62,"{sediment, erosion, core}",15.806119974694,-10.0,0.0,-10.0,0.0,0.0045712507450321425
63,"{delta, thousand, value}",15.8001267673506,-10.0,0.0,-10.0,0.0,0.004569517463646355
64,"{health, disease, human}",15.7899115305931,-10.0,0.0,-10.0,0.0,0.004566563139073774
65,"{snow, cover, depth}",15.1591362430211,-10.0,0.0,-10.0,0.0,0.004384138103209324
66,"{adsorption, capacity, material}",14.9299573859835,-10.0,0.0,-10.0,0.0,0.0043178578255285245
67,"{adaptation, vulnerability, strategy}",14.8535975259794,-10.0,0.0,-10.0,0.0,0.004295773970193177
68,"{energy, demand, sector}",14.1426195809347,-10.0,0.0,-10.0,0.0,0.004090153712584704
69,"{solar, radiation, irradiance}",13.6877491555548,-10.0,0.0,-10.0,0.0,0.003958601707776439
70,"{drought, stress, index}",13.4701821928459,-10.0,0.0,-10.0,0.0,0.0038956796787161926
71,"{risk, vulnerability, disaster}",13.1471554077164,-10.0,0.0,-10.0,0.0,0.003802257862701086
72,"{wetland, marsh, habitat}",13.0945008777651,-10.0,0.0,-10.0,0.0,0.003787029770060099
73,"{gas, natural, hydrate}",13.046213804351,-10.0,0.0,-10.0,0.0,0.003773064779241794
74,"{wave, coastal, storm}",12.5442120353848,-10.0,0.0,-10.0,0.0,0.0036278820295177513
75,"{policy, sector, tax}",11.7181871292995,-10.0,0.0,-10.0,0.0,0.003388989311165432
76,"{ozone, stratospheric, tropospheric}",11.334385632586,-10.0,0.0,-10.0,0.0,0.0032779909838969467
77,"{cost, price, benefit}",11.0356064705345,-10.0,0.0,-10.0,0.0,0.0031915817658652807
78,"{cal, pollen, holocene}",10.8933725495692,-10.0,0.0,-10.0,0.0,0.0031504466284487335
79,"{ice, sheet, antarctic}",10.5097163515167,-10.0,0.0,-10.0,0.0,0.003039490322663914
